"cle_retour_client";"note";"cle_produit";"ref_magasin";"date_achat";"libelle_source";"libelle_categorie";"recommandation"
157906;8;99;77;"2021-08-01";"réseaux sociaux";"livraison";""
157907;0;63;57;"2021-11-16";"email";"service après-vente";"0"
157908;8;59;81;"2021-02-24";"téléphone";"drive";"1"
157909;8;87;57;"2021-07-12";"réseaux sociaux";"expérience en magasin";"1"
157910;7;85;36;"2021-11-12";"email";"drive";"1"
157911;7;13;8;"2021-04-29";"email";"livraison";"1"
157912;10;101;53;"2021-09-05";"téléphone";"expérience en magasin";"1"
157913;9;21;79;"2021-04-27";"email";"service après-vente";"1"
157914;7;96;8;"2021-11-03";"email";"expérience en magasin";"1"
157915;7;76;80;"2021-09-21";"téléphone";"service après-vente";"1"
157916;8;135;48;"2021-03-08";"email";"expérience en magasin";"1"
157917;10;128;30;"2021-09-13";"réseaux sociaux";"service après-vente";""
157918;8;52;14;"2021-01-06";"email";"livraison";"1"
157919;0;135;55;"2021-04-30";"email";"drive";"0"
157920;7;74;32;"2021-08-09";"réseaux sociaux";"qualité produit";""
157921;8;74;13;"2021-07-28";"téléphone";"service après-vente";"1"
157922;7;120;11;"2021-10-01";"email";"drive";"1"
157923;8;139;6;"2021-11-18";"téléphone";"service après-vente";"1"
157924;8;46;30;"2021-01-08";"téléphone";"drive";"1"
157925;8;120;22;"2021-12-05";"réseaux sociaux";"livraison";"1"
157926;7;49;43;"2021-11-11";"réseaux sociaux";"drive";""
157927;10;128;50;"2021-01-22";"réseaux sociaux";"qualité produit";""
157928;7;143;82;"2021-09-19";"téléphone";"livraison";"1"
157929;8;8;5;"2021-04-15";"email";"qualité produit";"1"
157930;8;13;13;"2021-06-21";"réseaux sociaux";"livraison";"1"
157931;8;69;30;"2021-10-30";"email";"livraison";"1"
157932;8;41;9;"2021-02-26";"email";"expérience en magasin";"1"
157933;10;1;6;"2021-04-06";"réseaux sociaux";"qualité produit";""
157934;8;86;64;"2021-01-24";"email";"service après-vente";"1"
157935;10;1;32;"2021-04-08";"réseaux sociaux";"qualité produit";""
157936;10;9;73;"2021-03-05";"email";"expérience en magasin";"1"
157937;9;21;78;"2021-05-02";"email";"qualité produit";"1"
157938;9;105;52;"2021-12-19";"email";"drive";"1"
157939;10;68;66;"2021-05-22";"réseaux sociaux";"expérience en magasin";""
157940;7;115;38;"2021-08-01";"réseaux sociaux";"service après-vente";""
157941;8;89;49;"2021-04-30";"téléphone";"livraison";"1"
157942;10;38;13;"2021-07-19";"réseaux sociaux";"drive";""
157943;8;103;63;"2021-06-15";"téléphone";"livraison";"1"
157944;8;91;22;"2021-09-04";"email";"expérience en magasin";"1"
157945;8;62;17;"2021-04-06";"email";"drive";"1"
157946;7;69;30;"2021-11-10";"téléphone";"drive";"1"
157947;0;39;80;"2021-07-11";"email";"qualité produit";"0"
157948;8;144;1;"2021-01-25";"email";"qualité produit";"1"
157949;8;141;52;"2021-10-27";"téléphone";"service après-vente";"1"
157950;7;35;41;"2021-10-09";"réseaux sociaux";"qualité produit";"1"
157951;8;48;17;"2021-01-19";"réseaux sociaux";"drive";"1"
157952;10;15;47;"2021-10-26";"réseaux sociaux";"service après-vente";""
157953;7;23;9;"2021-07-02";"email";"qualité produit";"1"
157954;10;18;38;"2021-03-13";"réseaux sociaux";"expérience en magasin";""
157955;8;137;11;"2021-08-21";"téléphone";"drive";"1"
157956;10;23;78;"2021-04-14";"téléphone";"expérience en magasin";"1"
157957;10;75;22;"2021-07-10";"téléphone";"service après-vente";"1"
157958;10;23;72;"2021-05-14";"téléphone";"drive";"1"
157959;1;13;82;"2021-09-27";"téléphone";"drive";"0"
157960;7;78;79;"2021-06-01";"email";"qualité produit";"1"
157961;10;88;59;"2021-05-21";"téléphone";"expérience en magasin";"1"
157962;9;7;42;"2021-06-04";"réseaux sociaux";"expérience en magasin";""
157963;1;127;47;"2021-09-21";"téléphone";"service après-vente";"0"
157964;10;51;61;"2021-02-10";"téléphone";"service après-vente";"1"
157965;10;11;10;"2021-03-13";"téléphone";"qualité produit";"0"
157966;8;26;29;"2021-09-26";"email";"livraison";"1"
157967;8;72;54;"2021-06-25";"téléphone";"livraison";"1"
157968;8;49;11;"2021-11-23";"téléphone";"service après-vente";"1"
157969;6;84;55;"2021-07-05";"réseaux sociaux";"service après-vente";""
157970;7;89;25;"2021-01-02";"réseaux sociaux";"service après-vente";""
157971;7;7;83;"2021-03-19";"réseaux sociaux";"expérience en magasin";""
157972;8;74;6;"2021-09-19";"réseaux sociaux";"expérience en magasin";"1"
157973;8;79;82;"2021-08-31";"email";"livraison";"1"
157974;7;109;43;"2021-11-17";"réseaux sociaux";"service après-vente";"1"
157975;8;130;79;"2021-10-15";"réseaux sociaux";"qualité produit";""
157976;6;3;43;"2021-06-16";"réseaux sociaux";"livraison";""
157977;10;84;61;"2021-08-10";"téléphone";"drive";"1"
157978;9;72;53;"2021-08-14";"email";"drive";"1"
157979;8;21;14;"2021-02-08";"réseaux sociaux";"drive";"1"
157980;8;97;22;"2021-04-13";"email";"livraison";"1"
157981;7;121;68;"2021-06-19";"email";"qualité produit";"1"
157982;9;101;10;"2021-12-19";"email";"drive";"1"
157983;10;19;9;"2021-03-01";"téléphone";"drive";"1"
157984;10;32;77;"2021-08-07";"email";"livraison";"1"
157985;10;71;78;"2021-12-14";"téléphone";"expérience en magasin";"0"
157986;7;99;48;"2021-10-11";"téléphone";"service après-vente";"1"
157987;6;124;81;"2021-06-27";"réseaux sociaux";"expérience en magasin";""
157988;8;38;39;"2021-01-12";"réseaux sociaux";"drive";"1"
157989;7;64;65;"2021-11-19";"email";"drive";"1"
157990;8;23;36;"2021-01-20";"téléphone";"drive";"1"
157991;8;138;62;"2021-06-03";"réseaux sociaux";"qualité produit";"1"
157992;8;61;58;"2021-01-01";"téléphone";"livraison";"1"
157993;10;43;18;"2021-10-21";"email";"service après-vente";"1"
157994;8;49;20;"2021-08-01";"téléphone";"qualité produit";"1"
157995;8;94;48;"2021-12-19";"réseaux sociaux";"livraison";"1"
157996;7;143;8;"2021-12-13";"téléphone";"service après-vente";"1"
157997;9;129;2;"2021-02-17";"réseaux sociaux";"service après-vente";""
157998;7;97;59;"2021-03-19";"réseaux sociaux";"qualité produit";""
157999;10;19;55;"2021-02-24";"téléphone";"drive";"1"
158000;9;2;38;"2021-03-14";"email";"service après-vente";"1"
158001;10;5;5;"2021-01-01";"réseaux sociaux";"service après-vente";""
158002;8;13;17;"2021-09-10";"réseaux sociaux";"service après-vente";"1"
158003;7;28;4;"2021-09-30";"réseaux sociaux";"livraison";"1"
158004;10;84;48;"2021-11-18";"réseaux sociaux";"qualité produit";""
158005;10;98;63;"2021-09-30";"réseaux sociaux";"drive";""
158006;10;142;74;"2021-04-21";"email";"expérience en magasin";"1"
158007;10;19;55;"2021-03-29";"téléphone";"drive";"1"
158008;7;105;6;"2021-04-05";"email";"expérience en magasin";"1"
158009;9;101;33;"2021-09-29";"réseaux sociaux";"service après-vente";""
158010;7;139;46;"2021-02-28";"réseaux sociaux";"drive";""
158011;9;41;24;"2021-04-29";"email";"service après-vente";"0"
158012;7;82;7;"2021-07-23";"email";"drive";"1"
158013;7;8;14;"2021-10-07";"réseaux sociaux";"service après-vente";""
158014;8;47;65;"2021-08-26";"réseaux sociaux";"service après-vente";""
158015;10;31;32;"2021-09-13";"téléphone";"qualité produit";"1"
158016;8;74;59;"2021-11-14";"réseaux sociaux";"expérience en magasin";"1"
158017;8;16;22;"2021-07-23";"téléphone";"expérience en magasin";"1"
158018;8;12;68;"2021-03-01";"email";"service après-vente";"1"
158019;10;53;58;"2021-09-29";"téléphone";"service après-vente";"1"
158020;10;28;22;"2021-05-07";"réseaux sociaux";"drive";""
158021;10;30;70;"2021-02-02";"téléphone";"expérience en magasin";"1"
158022;7;38;64;"2021-05-04";"téléphone";"qualité produit";"1"
158023;10;14;29;"2021-02-28";"téléphone";"service après-vente";"1"
158024;10;47;33;"2021-04-11";"téléphone";"service après-vente";"1"
158025;10;130;37;"2021-04-13";"téléphone";"service après-vente";"1"
158026;8;33;30;"2021-10-15";"téléphone";"expérience en magasin";"1"
158027;10;112;40;"2021-04-15";"réseaux sociaux";"drive";""
158028;8;125;78;"2021-06-02";"téléphone";"expérience en magasin";"1"
158029;10;96;44;"2021-01-27";"email";"drive";"1"
158030;10;120;52;"2021-08-30";"réseaux sociaux";"drive";""
158031;8;88;30;"2021-07-17";"email";"service après-vente";"1"
158032;8;15;74;"2021-03-28";"téléphone";"qualité produit";"1"
158033;9;69;32;"2021-08-22";"email";"qualité produit";"1"
158034;7;43;78;"2021-08-25";"réseaux sociaux";"drive";""
158035;10;143;45;"2021-07-23";"email";"drive";"1"
158036;9;115;76;"2021-10-01";"réseaux sociaux";"qualité produit";""
158037;7;6;67;"2021-11-08";"email";"livraison";"1"
158038;10;75;12;"2021-08-15";"email";"drive";"1"
158039;8;111;35;"2021-10-01";"email";"expérience en magasin";"1"
158040;8;137;60;"2021-02-18";"réseaux sociaux";"qualité produit";"1"
158041;7;86;12;"2021-03-26";"réseaux sociaux";"livraison";""
158042;8;11;32;"2021-12-14";"téléphone";"drive";"1"
158043;10;33;20;"2021-08-20";"téléphone";"qualité produit";"1"
158044;10;46;64;"2021-03-23";"réseaux sociaux";"qualité produit";"1"
158045;10;76;41;"2021-11-20";"réseaux sociaux";"service après-vente";""
158046;8;52;2;"2021-06-18";"téléphone";"livraison";"1"
158047;8;129;21;"2021-12-17";"email";"drive";"1"
158048;8;95;61;"2021-06-03";"téléphone";"livraison";"1"
158049;8;39;4;"2021-10-10";"email";"qualité produit";"1"
158050;10;44;3;"2021-10-18";"réseaux sociaux";"expérience en magasin";""
158051;10;5;70;"2021-07-25";"téléphone";"livraison";"1"
158052;7;33;73;"2021-01-12";"téléphone";"service après-vente";"0"
158053;7;114;31;"2021-11-02";"réseaux sociaux";"drive";"1"
158054;6;116;9;"2021-11-19";"réseaux sociaux";"expérience en magasin";""
158055;8;44;74;"2021-09-01";"réseaux sociaux";"service après-vente";"1"
158056;7;91;6;"2021-11-12";"téléphone";"livraison";"1"
158057;7;24;58;"2021-06-28";"email";"livraison";"1"
158058;10;30;68;"2021-01-10";"email";"drive";"1"
158059;9;27;77;"2021-06-06";"téléphone";"livraison";"1"
158060;8;123;76;"2021-11-05";"email";"qualité produit";"0"
158061;8;69;83;"2021-08-19";"réseaux sociaux";"service après-vente";"1"
158062;8;74;16;"2021-05-08";"téléphone";"service après-vente";"1"
158063;7;83;41;"2021-02-10";"réseaux sociaux";"expérience en magasin";""
158064;7;133;76;"2021-03-13";"email";"qualité produit";"1"
158065;9;106;35;"2021-10-11";"réseaux sociaux";"expérience en magasin";""
158066;7;46;63;"2021-09-03";"réseaux sociaux";"expérience en magasin";""
158067;8;55;80;"2021-05-14";"email";"livraison";"1"
158068;10;35;75;"2021-01-01";"téléphone";"expérience en magasin";"1"
158069;7;111;31;"2021-01-21";"réseaux sociaux";"expérience en magasin";"1"
158070;8;38;70;"2021-11-16";"téléphone";"drive";"1"
158071;9;98;5;"2021-01-09";"email";"expérience en magasin";"1"
158072;8;114;49;"2021-03-17";"réseaux sociaux";"service après-vente";"1"
158073;8;3;5;"2021-10-22";"téléphone";"service après-vente";"1"
158074;7;45;5;"2021-02-20";"email";"expérience en magasin";"1"
158075;10;26;62;"2021-01-10";"téléphone";"drive";"1"
158076;8;3;29;"2021-09-01";"téléphone";"qualité produit";"1"
158077;8;16;6;"2021-07-10";"téléphone";"qualité produit";"1"
158078;8;140;37;"2021-08-09";"téléphone";"qualité produit";"1"
158079;10;121;15;"2021-12-01";"réseaux sociaux";"expérience en magasin";""
158080;7;76;10;"2021-12-10";"email";"qualité produit";"1"
158081;6;66;50;"2021-02-23";"réseaux sociaux";"expérience en magasin";""
158082;7;58;64;"2021-06-10";"téléphone";"service après-vente";"1"
158083;9;140;14;"2021-07-15";"réseaux sociaux";"qualité produit";""
158084;8;138;63;"2021-08-19";"réseaux sociaux";"qualité produit";"1"
158085;8;38;25;"2021-10-15";"email";"service après-vente";"1"
158086;8;81;47;"2021-06-30";"téléphone";"expérience en magasin";"1"
158087;8;59;66;"2021-09-10";"téléphone";"qualité produit";"1"
158088;8;56;67;"2021-09-26";"email";"drive";"1"
158089;10;47;71;"2021-05-16";"réseaux sociaux";"expérience en magasin";"1"
158090;10;76;41;"2021-06-03";"réseaux sociaux";"qualité produit";"1"
158091;10;61;83;"2021-03-26";"email";"drive";"1"
158092;10;125;5;"2021-04-30";"téléphone";"expérience en magasin";"1"
158093;7;71;76;"2021-05-21";"téléphone";"drive";"1"
158094;7;95;77;"2021-06-12";"email";"service après-vente";"1"
158095;7;30;79;"2021-07-25";"téléphone";"service après-vente";"1"
158096;9;53;21;"2021-06-25";"email";"drive";"1"
158097;10;53;78;"2021-08-17";"téléphone";"drive";"1"
158098;7;23;77;"2021-02-08";"email";"qualité produit";"1"
158099;8;131;10;"2021-10-30";"réseaux sociaux";"drive";"1"
158100;7;73;20;"2021-03-08";"email";"service après-vente";"1"
158101;8;49;60;"2021-12-10";"email";"expérience en magasin";"1"
158102;8;131;51;"2021-01-05";"réseaux sociaux";"expérience en magasin";""
158103;10;132;62;"2021-06-18";"email";"expérience en magasin";"0"
158104;7;77;2;"2021-01-13";"email";"qualité produit";"1"
158105;9;41;27;"2021-04-08";"téléphone";"livraison";"1"
158106;9;138;27;"2021-06-08";"réseaux sociaux";"expérience en magasin";"1"
158107;10;120;79;"2021-04-12";"téléphone";"drive";"1"
158108;9;135;61;"2021-04-11";"réseaux sociaux";"drive";""
158109;10;127;15;"2021-11-24";"email";"qualité produit";"0"
158110;8;99;28;"2021-07-02";"réseaux sociaux";"expérience en magasin";"1"
158111;8;102;77;"2021-11-28";"email";"livraison";"1"
158112;9;108;20;"2021-06-09";"téléphone";"qualité produit";"1"
158113;9;15;21;"2021-01-07";"réseaux sociaux";"drive";"1"
158114;10;131;17;"2021-09-07";"réseaux sociaux";"livraison";""
158115;10;76;11;"2021-08-08";"téléphone";"livraison";"1"
158116;7;104;8;"2021-11-20";"email";"qualité produit";"0"
158117;8;102;64;"2021-09-11";"réseaux sociaux";"livraison";""
158118;9;131;33;"2021-11-17";"téléphone";"qualité produit";"1"
158119;8;60;27;"2021-06-29";"téléphone";"expérience en magasin";"1"
158120;8;58;59;"2021-02-08";"réseaux sociaux";"livraison";""
158121;9;46;35;"2021-05-22";"email";"livraison";"1"
158122;8;61;39;"2021-11-04";"réseaux sociaux";"livraison";""
158123;10;15;32;"2021-11-17";"réseaux sociaux";"drive";"1"
158124;8;105;66;"2021-05-12";"téléphone";"qualité produit";"1"
158125;10;2;51;"2021-06-02";"email";"drive";"1"
158126;8;71;3;"2021-12-10";"téléphone";"qualité produit";"1"
158127;10;142;5;"2021-05-04";"réseaux sociaux";"qualité produit";"1"
158128;10;134;10;"2021-06-23";"réseaux sociaux";"expérience en magasin";"1"
158129;7;98;61;"2021-01-23";"email";"drive";"1"
158130;9;90;17;"2021-02-19";"email";"livraison";"1"
158131;7;54;1;"2021-09-12";"email";"expérience en magasin";"0"
158132;7;42;74;"2021-07-07";"téléphone";"qualité produit";"1"
158133;9;17;49;"2021-08-02";"téléphone";"drive";"1"
158134;7;124;57;"2021-01-30";"téléphone";"livraison";"1"
158135;10;19;45;"2021-06-06";"téléphone";"qualité produit";"1"
158136;7;90;18;"2021-01-24";"email";"service après-vente";"1"
158137;8;9;20;"2021-09-27";"réseaux sociaux";"drive";"1"
158138;7;23;31;"2021-12-08";"email";"drive";"1"
158139;10;90;60;"2021-11-11";"email";"expérience en magasin";"1"
158140;7;24;2;"2021-12-02";"email";"qualité produit";"1"
158141;9;121;79;"2021-01-17";"réseaux sociaux";"livraison";""
158142;10;20;26;"2021-08-13";"téléphone";"livraison";"1"
158143;8;124;4;"2021-05-27";"réseaux sociaux";"drive";"1"
158144;8;73;82;"2021-06-26";"téléphone";"drive";"1"
158145;10;118;59;"2021-10-03";"email";"drive";"1"
158146;10;86;74;"2021-07-28";"réseaux sociaux";"drive";""
158147;8;47;52;"2021-01-29";"téléphone";"expérience en magasin";"1"
158148;8;33;56;"2021-09-02";"téléphone";"drive";"1"
158149;8;53;8;"2021-08-18";"email";"service après-vente";"1"
158150;9;131;38;"2021-11-05";"email";"qualité produit";"1"
158151;8;13;25;"2021-04-13";"réseaux sociaux";"livraison";""
158152;9;135;48;"2021-03-14";"email";"drive";"1"
158153;6;35;23;"2021-05-26";"réseaux sociaux";"service après-vente";""
158154;9;85;38;"2021-01-15";"email";"expérience en magasin";"1"
158155;9;120;26;"2021-07-23";"réseaux sociaux";"qualité produit";""
158156;8;123;4;"2021-04-12";"téléphone";"livraison";"1"
158157;10;129;83;"2021-08-22";"email";"expérience en magasin";"1"
158158;8;85;12;"2021-10-28";"téléphone";"service après-vente";"1"
158159;10;143;16;"2021-03-02";"téléphone";"expérience en magasin";"1"
158160;8;111;3;"2021-02-14";"email";"service après-vente";"1"
158161;10;124;31;"2021-12-07";"téléphone";"expérience en magasin";"1"
158162;8;16;14;"2021-12-25";"email";"livraison";"1"
158163;10;137;33;"2021-02-24";"téléphone";"service après-vente";"1"
158164;8;126;54;"2021-12-22";"email";"service après-vente";"1"
158165;9;70;42;"2021-07-05";"email";"drive";"1"
158166;8;90;31;"2021-10-16";"email";"drive";"1"
158167;8;108;58;"2021-12-09";"email";"drive";"1"
158168;10;76;31;"2021-01-27";"réseaux sociaux";"drive";""
158169;7;95;75;"2021-04-15";"email";"expérience en magasin";"1"
158170;10;12;48;"2021-02-27";"réseaux sociaux";"service après-vente";""
158171;9;68;19;"2021-08-15";"email";"qualité produit";"1"
158172;10;138;27;"2021-06-17";"réseaux sociaux";"livraison";""
158173;10;142;29;"2021-01-13";"email";"livraison";"1"
158174;10;121;30;"2021-08-30";"téléphone";"service après-vente";"1"
158175;9;8;55;"2021-04-21";"réseaux sociaux";"service après-vente";""
158176;8;110;17;"2021-08-04";"réseaux sociaux";"service après-vente";""
158177;9;122;1;"2021-07-27";"téléphone";"livraison";"1"
158178;10;88;54;"2021-02-14";"email";"service après-vente";"1"
158179;9;139;46;"2021-08-27";"téléphone";"livraison";"0"
158180;7;40;46;"2021-05-26";"email";"drive";"1"
158181;6;28;20;"2021-12-20";"réseaux sociaux";"expérience en magasin";""
158182;6;94;45;"2021-10-17";"réseaux sociaux";"expérience en magasin";""
158183;8;17;5;"2021-07-09";"email";"livraison";"1"
158184;8;43;72;"2021-10-30";"email";"drive";"1"
158185;10;142;59;"2021-06-11";"réseaux sociaux";"service après-vente";""
158186;10;76;37;"2021-03-18";"téléphone";"drive";"1"
158187;10;60;24;"2021-03-01";"téléphone";"livraison";"1"
158188;8;42;17;"2021-03-06";"email";"service après-vente";"1"
158189;9;23;37;"2021-02-08";"téléphone";"qualité produit";"1"
158190;7;126;47;"2021-09-22";"email";"livraison";"1"
158191;9;120;17;"2021-10-25";"réseaux sociaux";"livraison";""
158192;8;144;70;"2021-06-21";"téléphone";"expérience en magasin";"1"
158193;7;109;58;"2021-03-28";"email";"drive";"1"
158194;8;140;44;"2021-10-26";"email";"qualité produit";"1"
158195;8;100;81;"2021-09-23";"téléphone";"qualité produit";"1"
158196;9;60;46;"2021-12-02";"réseaux sociaux";"livraison";""
158197;9;51;32;"2021-10-01";"téléphone";"drive";"1"
158198;9;120;57;"2021-03-29";"réseaux sociaux";"qualité produit";""
158199;8;29;7;"2021-10-04";"téléphone";"service après-vente";"1"
158200;9;116;35;"2021-04-20";"email";"expérience en magasin";"1"
158201;9;79;4;"2021-06-01";"réseaux sociaux";"livraison";""
